company_id,metric_type,period_years,value_pct,computed_value_pct,divergence_pct,status
HDFCBANK,compounded_sales_growth,10,21.0,20.887964823195592,0.11203517680440811,PASS
HDFCBANK,compounded_profit_growth,10,22.0,22.263903320427715,0.26390332042771547,PASS
HDFCBANK,stock_price_cagr,10,15.0,,,NOT_COMPARABLE
HDFCBANK,roe,10,17.0,14.33974005030719,2.6602599496928097,PASS
HDFCBANK,compounded_sales_growth,5,22.0,21.95098428169122,0.049015718308780265,PASS
HDFCBANK,compounded_profit_growth,5,23.0,23.865063572879073,0.8650635728790732,PASS
HDFCBANK,stock_price_cagr,5,8.0,,,NOT_COMPARABLE
HDFCBANK,roe,5,17.0,14.33974005030719,2.6602599496928097,PASS
HDFCBANK,compounded_sales_growth,3,30.0,30.186956140948773,0.186956140948773,PASS
HDFCBANK,compounded_profit_growth,3,26.0,27.12356908487252,1.1235690848725213,PASS
HDFCBANK,stock_price_cagr,3,8.0,,,NOT_COMPARABLE
HDFCBANK,roe,3,17.0,14.33974005030719,2.6602599496928097,PASS
HDFCBANK,stock_price_cagr,1,13.0,,,NOT_COMPARABLE
INFY,compounded_sales_growth,10,12.0,11.852717458931128,0.14728254106887206,PASS
INFY,compounded_profit_growth,10,9.0,9.433477603192465,0.43347760319246476,PASS
INFY,stock_price_cagr,10,15.0,,,NOT_COMPARABLE
INFY,roe,10,27.0,29.788006718416632,2.788006718416632,PASS
INFY,compounded_sales_growth,5,13.0,13.199100930556229,0.19910093055622902,PASS
INFY,compounded_profit_growth,5,11.0,11.239419983657939,0.23941998365793893,PASS
INFY,stock_price_cagr,5,22.0,,,NOT_COMPARABLE
INFY,roe,5,29.0,29.788006718416632,0.7880067184166322,PASS
INFY,compounded_sales_growth,3,5.0,15.216500798806365,10.216500798806365,REVIEW
INFY,compounded_profit_growth,3,10.0,10.558796476740762,0.5587964767407616,PASS
INFY,stock_price_cagr,3,4.0,,,NOT_COMPARABLE
INFY,roe,3,31.0,29.788006718416632,1.2119932815833678,PASS
INFY,stock_price_cagr,1,27.0,,,NOT_COMPARABLE
SBILIFE,compounded_sales_growth,10,23.0,22.56159335451695,0.43840664548304886,PASS
SBILIFE,compounded_profit_growth,10,9.0,10.03348279743188,1.0334827974318799,PASS
SBILIFE,stock_price_cagr,10,9.0,,,NOT_COMPARABLE
SBILIFE,roe,10,16.0,12.704588140595655,3.2954118594043447,PASS
SBILIFE,compounded_sales_growth,5,24.0,24.231614182367544,0.23161418236754372,PASS
SBILIFE,compounded_profit_growth,5,6.0,7.374662152227485,1.3746621522274847,PASS
SBILIFE,stock_price_cagr,5,8.0,,,NOT_COMPARABLE
SBILIFE,roe,5,14.0,12.704588140595655,1.2954118594043447,PASS
SBILIFE,compounded_sales_growth,3,17.0,17.235877577119997,0.23587757711999657,PASS
SBILIFE,compounded_profit_growth,3,9.0,9.162347526806492,0.16234752680649223,PASS
SBILIFE,stock_price_cagr,3,7.0,,,NOT_COMPARABLE
SBILIFE,roe,3,13.0,12.704588140595655,0.29541185940434467,PASS
TCS,compounded_sales_growth,10,11.0,11.404391189817975,0.40439118981797506,PASS
TCS,compounded_profit_growth,10,9.0,9.07908137484088,0.07908137484088051,PASS
TCS,stock_price_cagr,10,14.0,,,NOT_COMPARABLE
TCS,roe,10,40.0,50.944313673485176,10.944313673485176,REVIEW
TCS,compounded_sales_growth,5,10.0,10.463614801716602,0.4636148017166022,PASS
TCS,compounded_profit_growth,5,8.0,7.871172131953608,0.12882786804639235,PASS
TCS,stock_price_cagr,5,16.0,,,NOT_COMPARABLE
TCS,roe,5,44.0,50.944313673485176,6.944313673485176,REVIEW
TCS,compounded_sales_growth,3,14.0,13.632864555506409,0.3671354444935915,PASS
TCS,compounded_profit_growth,3,12.0,12.286310199806593,0.2863101998065929,PASS
TCS,stock_price_cagr,3,8.0,,,NOT_COMPARABLE
TCS,roe,3,47.0,50.944313673485176,3.9443136734851763,PASS
TCS,stock_price_cagr,1,16.0,,,NOT_COMPARABLE
