company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
INFY,Mar 2019,+,-,-,Reinvestor
INFY,Mar 2020,+,-,-,Shareholder Returns
INFY,Mar 2021,+,-,-,Shareholder Returns
INFY,Mar 2022,+,-,-,Shareholder Returns
INFY,Mar 2023,+,-,-,Reinvestor
INFY,Mar 2024,+,-,-,Reinvestor
IOC,Mar 2013,+,-,+,Mixed
IOC,Mar 2014,+,-,-,Shareholder Returns
IOC,Mar 2015,+,-,-,Shareholder Returns
IOC,Mar 2016,+,-,-,Shareholder Returns
IOC,Mar 2017,+,-,-,Shareholder Returns
IOC,Mar 2018,+,-,-,Shareholder Returns
IOC,Mar 2019,+,-,+,Mixed
IOC,Mar 2020,+,-,+,Mixed
IOC,Mar 2021,+,-,-,Shareholder Returns
IOC,Mar 2022,+,-,-,Shareholder Returns
IOC,Mar 2023,+,-,-,Shareholder Returns
IOC,Mar 2024,+,-,-,Shareholder Returns
IRFC,Mar 2016,-,+,+,Distress Signal
IRFC,Mar 2017,-,+,+,Distress Signal
IRFC,Mar 2018,-,+,+,Distress Signal
IRFC,Mar 2019,-,+,+,Distress Signal
IRFC,Mar 2020,-,+,+,Distress Signal
IRFC,Mar 2021,-,0,+,Mixed
IRFC,Mar 2022,-,-,+,Growth Funded by Debt
IRFC,Mar 2023,-,0,+,Mixed
IRFC,Mar 2024,+,-,-,Shareholder Returns
ITC,Mar 2013,+,-,-,Reinvestor
ITC,Mar 2014,+,-,-,Reinvestor
ITC,Mar 2015,+,-,-,Shareholder Returns
ITC,Mar 2016,+,-,-,Shareholder Returns
ITC,Mar 2017,+,-,-,Shareholder Returns
ITC,Mar 2018,+,-,-,Shareholder Returns
ITC,Mar 2019,+,-,-,Reinvestor
ITC,Mar 2020,+,-,-,Reinvestor
ITC,Mar 2021,+,+,-,Liquidating Assets
ITC,Mar 2022,+,-,-,Shareholder Returns
ITC,Mar 2023,+,-,-,Reinvestor
ITC,Mar 2024,+,+,-,Liquidating Assets
JINDALSTEL,Mar 2013,+,-,+,Mixed
JINDALSTEL,Mar 2014,+,-,+,Mixed
JINDALSTEL,Mar 2015,+,-,+,Mixed
JINDALSTEL,Mar 2016,+,-,-,Reinvestor
JINDALSTEL,Mar 2017,+,-,-,Reinvestor
JINDALSTEL,Mar 2018,+,-,-,Reinvestor
JINDALSTEL,Mar 2019,+,-,-,Reinvestor
JINDALSTEL,Mar 2020,+,-,-,Reinvestor
JINDALSTEL,Mar 2021,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2022,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2023,+,-,-,Shareholder Returns
JINDALSTEL,Mar 2024,+,-,+,Mixed
JIOFIN,Mar 2023,+,-,-,Shareholder Returns
JIOFIN,Mar 2024,-,+,-,Mixed
JSWSTEEL,Mar 2013,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2014,+,-,+,Mixed
JSWSTEEL,Mar 2015,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2016,+,-,-,Reinvestor
JSWSTEEL,Mar 2017,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2018,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2019,+,-,+,Mixed
JSWSTEEL,Mar 2020,+,-,+,Mixed
JSWSTEEL,Mar 2021,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2022,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2023,+,-,-,Shareholder Returns
JSWSTEEL,Mar 2024,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2013,+,-,+,Mixed
KOTAKBANK,Mar 2014,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2015,+,-,+,Mixed
KOTAKBANK,Mar 2016,+,-,+,Mixed
KOTAKBANK,Mar 2017,+,-,+,Mixed
KOTAKBANK,Mar 2018,-,-,+,Growth Funded by Debt
KOTAKBANK,Mar 2019,+,-,+,Mixed
KOTAKBANK,Mar 2020,+,-,-,Shareholder Returns
KOTAKBANK,Mar 2021,+,-,-,Reinvestor
KOTAKBANK,Mar 2022,+,-,+,Mixed
KOTAKBANK,Mar 2023,-,-,+,Growth Funded by Debt
KOTAKBANK,Mar 2024,+,-,+,Mixed
LODHA,Mar 2016,+,-,+,Mixed
LODHA,Mar 2017,+,-,-,Shareholder Returns
LODHA,Mar 2018,+,-,+,Mixed
LODHA,Mar 2019,-,-,+,Growth Funded by Debt
LODHA,Mar 2020,+,+,-,Liquidating Assets
LODHA,Mar 2021,+,+,-,Liquidating Assets
LODHA,Mar 2022,+,+,-,Liquidating Assets
LODHA,Mar 2023,+,+,-,Liquidating Assets
LODHA,Mar 2024,+,-,+,Mixed
LT,Mar 2013,-,-,+,Growth Funded by Debt
LT,Mar 2014,-,-,+,Growth Funded by Debt
LT,Mar 2015,-,-,+,Growth Funded by Debt
LT,Mar 2016,-,-,+,Growth Funded by Debt
LT,Mar 2017,+,-,+,Mixed
LT,Mar 2018,-,+,+,Distress Signal
LT,Mar 2019,-,-,+,Growth Funded by Debt
LT,Mar 2020,+,-,+,Mixed
LT,Mar 2021,+,-,-,Shareholder Returns
LT,Mar 2022,+,-,-,Shareholder Returns
LT,Mar 2023,+,-,-,Shareholder Returns
LT,Mar 2024,+,+,-,Liquidating Assets
M&M,Mar 2013,-,-,+,Growth Funded by Debt
M&M,Mar 2014,-,-,+,Growth Funded by Debt
M&M,Mar 2015,+,-,+,Mixed
M&M,Mar 2016,+,-,+,Mixed
M&M,Mar 2017,+,-,+,Mixed
M&M,Mar 2018,+,-,+,Mixed
M&M,Mar 2019,-,-,+,Growth Funded by Debt
M&M,Mar 2020,-,-,+,Growth Funded by Debt
M&M,Mar 2021,+,-,+,Mixed
M&M,Mar 2022,+,-,-,Shareholder Returns
M&M,Mar 2023,-,-,+,Growth Funded by Debt
M&M,Mar 2024,-,-,+,Growth Funded by Debt
MARUTI,Mar 2013,+,-,-,Shareholder Returns
MARUTI,Mar 2014,+,-,-,Shareholder Returns
MARUTI,Mar 2015,+,-,-,Shareholder Returns
MARUTI,Mar 2016,+,-,-,Shareholder Returns
MARUTI,Mar 2017,+,-,-,Shareholder Returns
MARUTI,Mar 2018,+,-,-,Shareholder Returns
MARUTI,Mar 2019,+,-,-,Reinvestor
MARUTI,Mar 2020,+,-,-,Reinvestor
MARUTI,Mar 2021,+,-,-,Shareholder Returns
MARUTI,Mar 2022,+,-,-,Reinvestor
MARUTI,Mar 2023,+,-,-,Shareholder Returns
MARUTI,Mar 2024,+,-,-,Shareholder Returns
MOTHERSON,Mar 2013,+,-,-,Shareholder Returns
MOTHERSON,Mar 2014,+,-,-,Shareholder Returns
MOTHERSON,Mar 2015,+,-,+,Mixed
MOTHERSON,Mar 2016,+,-,-,Shareholder Returns
MOTHERSON,Mar 2017,+,-,+,Mixed
MOTHERSON,Mar 2018,+,-,-,Shareholder Returns
MOTHERSON,Mar 2019,+,-,-,Shareholder Returns
MOTHERSON,Mar 2020,+,-,-,Shareholder Returns
MOTHERSON,Mar 2021,+,-,-,Shareholder Returns
MOTHERSON,Mar 2022,+,-,-,Shareholder Returns
MOTHERSON,Mar 2023,+,-,-,Shareholder Returns
MOTHERSON,Mar 2024,+,-,+,Mixed
NESTLEIND,Dec 2013,+,-,-,Shareholder Returns
NESTLEIND,Dec 2014,+,-,-,Shareholder Returns
NESTLEIND,Dec 2015,+,-,-,Shareholder Returns
NESTLEIND,Dec 2016,+,-,-,Shareholder Returns
NESTLEIND,Dec 2017,+,-,-,Shareholder Returns
NESTLEIND,Dec 2018,+,-,-,Shareholder Returns
NESTLEIND,Dec 2019,+,+,-,Liquidating Assets
NESTLEIND,Dec 2020,+,-,-,Shareholder Returns
NESTLEIND,Dec 2021,+,-,-,Shareholder Returns
NESTLEIND,Dec 2022,+,-,-,Shareholder Returns
NESTLEIND,Dec 2023,+,-,-,Shareholder Returns
NESTLEIND,Mar 2024,+,-,-,Shareholder Returns
NTPC,Mar 2013,+,-,+,Mixed
NTPC,Mar 2014,+,-,-,Shareholder Returns
NTPC,Mar 2015,+,-,-,Shareholder Returns
NTPC,Mar 2016,+,-,-,Shareholder Returns
NTPC,Mar 2017,+,-,+,Mixed
NTPC,Mar 2018,+,-,+,Mixed
NTPC,Mar 2019,+,-,+,Mixed
NTPC,Mar 2020,+,-,+,Mixed
NTPC,Mar 2021,+,-,-,Shareholder Returns
NTPC,Mar 2022,+,-,-,Shareholder Returns
NTPC,Mar 2023,+,-,-,Shareholder Returns
NTPC,Mar 2024,+,-,-,Shareholder Returns
ONGC,Mar 2013,+,-,-,Shareholder Returns
ONGC,Mar 2014,+,-,+,Mixed
ONGC,Mar 2015,+,-,-,Shareholder Returns
ONGC,Mar 2016,+,-,-,Shareholder Returns
ONGC,Mar 2017,+,-,-,Shareholder Returns
ONGC,Mar 2018,+,-,+,Mixed
ONGC,Mar 2019,+,-,-,Shareholder Returns
ONGC,Mar 2020,+,-,-,Shareholder Returns
ONGC,Mar 2021,+,-,-,Shareholder Returns
ONGC,Mar 2022,+,-,-,Shareholder Returns
ONGC,Mar 2023,+,-,-,Shareholder Returns
ONGC,Mar 2024,+,-,-,Shareholder Returns
PFC,Mar 2013,-,+,+,Distress Signal
PFC,Mar 2014,-,+,+,Distress Signal
PFC,Mar 2015,-,-,+,Growth Funded by Debt
PFC,Mar 2016,-,-,+,Growth Funded by Debt
PFC,Mar 2017,+,-,+,Mixed
PFC,Mar 2018,-,+,+,Distress Signal
PFC,Mar 2019,-,-,+,Growth Funded by Debt
PFC,Mar 2020,-,-,+,Growth Funded by Debt
PFC,Mar 2021,-,+,+,Distress Signal
PFC,Mar 2022,+,-,-,Reinvestor
PFC,Mar 2023,-,-,+,Growth Funded by Debt
PFC,Mar 2024,-,-,+,Growth Funded by Debt
PIDILITIND,Mar 2013,+,-,-,Shareholder Returns
PIDILITIND,Mar 2014,+,-,-,Reinvestor
PIDILITIND,Mar 2015,+,-,-,Shareholder Returns
PIDILITIND,Mar 2016,+,-,-,Shareholder Returns
PIDILITIND,Mar 2017,+,-,+,Mixed
PIDILITIND,Mar 2018,+,+,-,Liquidating Assets
PIDILITIND,Mar 2019,+,-,-,Reinvestor
PIDILITIND,Mar 2020,+,+,-,Liquidating Assets
PIDILITIND,Mar 2021,+,-,-,Shareholder Returns
PIDILITIND,Mar 2022,+,-,-,Reinvestor
PIDILITIND,Mar 2023,+,-,-,Shareholder Returns
PIDILITIND,Mar 2024,+,-,-,Shareholder Returns
PNB,Mar 2013,-,-,-,Pre-Revenue
PNB,Mar 2014,+,-,+,Mixed
PNB,Mar 2015,+,-,+,Mixed
PNB,Mar 2016,+,-,+,Mixed
PNB,Mar 2017,+,+,-,Liquidating Assets
PNB,Mar 2018,-,+,+,Distress Signal
PNB,Mar 2019,-,-,+,Growth Funded by Debt
PNB,Mar 2020,-,-,+,Growth Funded by Debt
PNB,Mar 2021,+,-,+,Mixed
PNB,Mar 2022,+,-,+,Mixed
PNB,Mar 2023,+,-,+,Mixed
PNB,Mar 2024,-,-,+,Growth Funded by Debt
POWERGRID,Mar 2013,+,-,+,Mixed
POWERGRID,Mar 2014,+,-,+,Mixed
POWERGRID,Mar 2015,+,-,+,Mixed
POWERGRID,Mar 2016,+,-,+,Mixed
POWERGRID,Mar 2017,+,-,+,Mixed
POWERGRID,Mar 2018,+,-,+,Mixed
POWERGRID,Mar 2019,+,-,-,Shareholder Returns
POWERGRID,Mar 2020,+,-,-,Shareholder Returns
POWERGRID,Mar 2021,+,-,-,Shareholder Returns
POWERGRID,Mar 2022,+,+,-,Liquidating Assets
POWERGRID,Mar 2023,+,-,-,Shareholder Returns
POWERGRID,Mar 2024,+,-,-,Shareholder Returns
RECLTD,Mar 2013,-,+,+,Distress Signal
RECLTD,Mar 2014,-,+,+,Distress Signal
RECLTD,Mar 2015,-,+,+,Distress Signal
RECLTD,Mar 2016,-,-,+,Growth Funded by Debt
RECLTD,Mar 2017,+,-,-,Shareholder Returns
RECLTD,Mar 2018,-,+,+,Distress Signal
RECLTD,Mar 2019,-,+,+,Distress Signal
RECLTD,Mar 2020,-,+,+,Distress Signal
RECLTD,Mar 2021,-,+,+,Distress Signal
RECLTD,Mar 2022,-,-,+,Growth Funded by Debt
RECLTD,Mar 2023,-,-,+,Growth Funded by Debt
RECLTD,Mar 2024,-,-,+,Growth Funded by Debt
RELIANCE,Mar 2013,+,-,+,Mixed
RELIANCE,Mar 2014,+,-,+,Mixed
RELIANCE,Mar 2015,+,-,+,Mixed
RELIANCE,Mar 2016,+,-,-,Shareholder Returns
RELIANCE,Mar 2017,+,-,+,Mixed
RELIANCE,Mar 2018,+,-,-,Shareholder Returns
RELIANCE,Mar 2019,+,-,+,Mixed
RELIANCE,Mar 2020,+,-,-,Shareholder Returns
RELIANCE,Mar 2021,+,-,+,Mixed
RELIANCE,Mar 2022,+,-,+,Mixed
RELIANCE,Mar 2023,+,-,+,Mixed
RELIANCE,Mar 2024,+,-,-,Shareholder Returns
SBILIFE,Mar 2013,+,-,-,Shareholder Returns
SBILIFE,Mar 2014,+,-,-,Reinvestor
SBILIFE,Mar 2015,+,-,-,Shareholder Returns
SBILIFE,Mar 2016,+,-,-,Shareholder Returns
SBILIFE,Mar 2017,+,-,-,Shareholder Returns
SBILIFE,Mar 2018,+,-,-,Shareholder Returns
SBILIFE,Mar 2019,+,-,-,Shareholder Returns
SBILIFE,Mar 2020,+,-,-,Shareholder Returns
SBILIFE,Mar 2021,+,-,+,Mixed
SBILIFE,Mar 2022,+,-,-,Shareholder Returns
SBILIFE,Mar 2023,+,-,-,Shareholder Returns
SBILIFE,Mar 2024,+,-,-,Shareholder Returns
SBIN,Mar 2013,+,-,-,Shareholder Returns
SBIN,Mar 2014,+,-,+,Mixed
SBIN,Mar 2015,+,-,-,Shareholder Returns
SBIN,Mar 2016,+,-,+,Mixed
SBIN,Mar 2017,+,-,-,Reinvestor
SBIN,Mar 2018,-,+,+,Distress Signal
SBIN,Mar 2019,+,+,+,Cash Accumulator
SBIN,Mar 2020,+,-,+,Mixed
SBIN,Mar 2021,+,-,+,Mixed
SBIN,Mar 2022,+,-,-,Shareholder Returns
SBIN,Mar 2023,-,-,+,Growth Funded by Debt
SBIN,Mar 2024,+,-,-,Reinvestor
SHREECEM,Jun 2013,+,-,-,Shareholder Returns
SHREECEM,Jun 2014,+,-,-,Shareholder Returns
SHREECEM,Jun 2015,+,-,-,Shareholder Returns
SHREECEM,Mar 2016,+,-,-,Shareholder Returns
SHREECEM,Mar 2017,+,-,-,Shareholder Returns
SHREECEM,Mar 2018,+,-,+,Mixed
SHREECEM,Mar 2019,+,-,-,Shareholder Returns
SHREECEM,Mar 2020,+,-,+,Mixed
SHREECEM,Mar 2021,+,-,-,Shareholder Returns
SHREECEM,Mar 2022,+,-,-,Shareholder Returns
SHREECEM,Mar 2023,+,-,-,Shareholder Returns
SHREECEM,Mar 2024,+,-,-,Shareholder Returns
SHRIRAMFIN,Mar 2013,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2014,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2015,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2016,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2017,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2018,-,+,+,Distress Signal
SHRIRAMFIN,Mar 2019,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2020,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2021,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2022,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar 2023,-,+,+,Distress Signal
SHRIRAMFIN,Mar 2024,-,-,+,Growth Funded by Debt
SIEMENS,Sep 2011,+,+,-,Liquidating Assets
SIEMENS,Sep 2014,+,+,-,Liquidating Assets
SIEMENS,Sep 2015,+,+,-,Liquidating Assets
SIEMENS,Sep 2016,+,+,-,Liquidating Assets
SIEMENS,Sep 2017,+,+,-,Liquidating Assets
SIEMENS,Sep 2018,+,-,-,Reinvestor
SIEMENS,Sep 2019,+,-,-,Shareholder Returns
SIEMENS,Sep 2020,+,+,-,Liquidating Assets
SIEMENS,Sep 2021,+,-,-,Shareholder Returns
SIEMENS,Sep 2022,+,-,-,Reinvestor
SIEMENS,Sep 2023,+,-,-,Reinvestor
SIEMENS,Sep 2024,+,-,-,Reinvestor
SUNPHARMA,Mar 2013,+,-,-,Reinvestor
SUNPHARMA,Mar 2014,+,-,+,Mixed
SUNPHARMA,Mar 2015,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2016,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2017,+,-,-,Reinvestor
SUNPHARMA,Mar 2018,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2019,+,-,-,Reinvestor
SUNPHARMA,Mar 2020,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2021,+,+,-,Liquidating Assets
SUNPHARMA,Mar 2022,+,-,-,Shareholder Returns
SUNPHARMA,Mar 2023,+,-,+,Mixed
SUNPHARMA,Mar 2024,+,-,-,Shareholder Returns
TATACONSUM,Mar 2013,+,+,+,Cash Accumulator
TATACONSUM,Mar 2014,+,-,-,Reinvestor
TATACONSUM,Mar 2015,+,-,-,Shareholder Returns
TATACONSUM,Mar 2016,+,+,-,Liquidating Assets
TATACONSUM,Mar 2017,+,+,-,Liquidating Assets
TATACONSUM,Mar 2018,+,-,-,Reinvestor
TATACONSUM,Mar 2019,+,+,-,Liquidating Assets
TATACONSUM,Mar 2020,+,-,-,Shareholder Returns
TATACONSUM,Mar 2021,+,-,-,Shareholder Returns
TATACONSUM,Mar 2022,+,-,-,Shareholder Returns
TATACONSUM,Mar 2023,+,-,-,Shareholder Returns
TATACONSUM,Mar 2024,+,-,+,Mixed
TATAPOWER,Mar 2013,+,-,-,Shareholder Returns
TATAPOWER,Mar 2014,+,-,-,Shareholder Returns
TATAPOWER,Mar 2015,+,-,-,Shareholder Returns
TATAPOWER,Mar 2016,+,-,-,Shareholder Returns
TATAPOWER,Mar 2017,+,-,+,Mixed
TATAPOWER,Mar 2018,+,-,-,Shareholder Returns
TATAPOWER,Mar 2019,+,-,-,Shareholder Returns
TATAPOWER,Mar 2020,+,-,-,Shareholder Returns
TATAPOWER,Mar 2021,+,+,-,Liquidating Assets
TATAPOWER,Mar 2022,+,-,-,Shareholder Returns
TATAPOWER,Mar 2023,+,-,+,Mixed
TATAPOWER,Mar 2024,+,-,-,Shareholder Returns
TATASTEEL,Mar 2013,+,-,-,Reinvestor
TATASTEEL,Mar 2014,+,-,+,Mixed
TATASTEEL,Mar 2015,+,-,-,Reinvestor
TATASTEEL,Mar 2016,+,-,-,Reinvestor
TATASTEEL,Mar 2017,+,-,-,Reinvestor
TATASTEEL,Mar 2018,+,-,+,Mixed
TATASTEEL,Mar 2019,+,-,-,Shareholder Returns
TATASTEEL,Mar 2020,+,-,-,Shareholder Returns
TATASTEEL,Mar 2021,+,-,-,Shareholder Returns
TATASTEEL,Mar 2022,+,-,-,Shareholder Returns
TATASTEEL,Mar 2023,+,-,-,Shareholder Returns
TATASTEEL,Mar 2024,+,-,-,Reinvestor
TCS,Mar 2013,+,-,-,Reinvestor
TCS,Mar 2014,+,-,-,Reinvestor
TCS,Mar 2015,+,-,-,Reinvestor
TCS,Mar 2016,+,-,-,Reinvestor
TCS,Mar 2017,+,-,-,Reinvestor
TCS,Mar 2018,+,+,-,Liquidating Assets
TCS,Mar 2019,+,+,-,Liquidating Assets
TCS,Mar 2020,+,+,-,Liquidating Assets
TCS,Mar 2021,+,-,-,Shareholder Returns
TCS,Mar 2022,+,-,-,Shareholder Returns
TCS,Mar 2023,+,+,-,Liquidating Assets
TCS,Mar 2024,+,+,-,Liquidating Assets
TECHM,Mar 2013,+,-,+,Mixed
TECHM,Mar 2014,+,+,-,Liquidating Assets
TECHM,Mar 2015,+,-,-,Reinvestor
TECHM,Mar 2016,+,-,-,Shareholder Returns
TECHM,Mar 2017,+,-,-,Shareholder Returns
TECHM,Mar 2018,+,-,-,Reinvestor
TECHM,Mar 2019,+,-,-,Shareholder Returns
TECHM,Mar 2020,+,+,-,Liquidating Assets
TECHM,Mar 2021,+,-,-,Shareholder Returns
TECHM,Mar 2022,+,+,-,Liquidating Assets
TECHM,Mar 2023,+,-,-,Shareholder Returns
TECHM,Mar 2024,+,-,-,Shareholder Returns
TITAN,Mar 2013,+,-,-,Reinvestor
TITAN,Mar 2014,-,-,+,Growth Funded by Debt
TITAN,Mar 2015,+,-,-,Reinvestor
TITAN,Mar 2016,+,-,-,Reinvestor
TITAN,Mar 2017,+,-,-,Shareholder Returns
TITAN,Mar 2018,-,+,-,Mixed
TITAN,Mar 2019,+,-,-,Reinvestor
TITAN,Mar 2020,-,+,-,Mixed
TITAN,Mar 2021,+,-,-,Shareholder Returns
TITAN,Mar 2022,-,+,-,Mixed
TITAN,Mar 2023,+,-,+,Mixed
TITAN,Mar 2024,+,-,-,Reinvestor
TORNTPHARM,Mar 2013,+,-,+,Mixed
TORNTPHARM,Mar 2014,+,-,+,Mixed
TORNTPHARM,Mar 2015,+,-,+,Mixed
TORNTPHARM,Mar 2016,+,-,-,Shareholder Returns
TORNTPHARM,Mar 2017,+,-,-,Shareholder Returns
TORNTPHARM,Mar 2018,+,-,+,Mixed
TORNTPHARM,Mar 2019,+,-,-,Shareholder Returns
TORNTPHARM,Mar 2020,+,+,-,Liquidating Assets
TORNTPHARM,Mar 2021,+,-,-,Shareholder Returns
TORNTPHARM,Mar 2022,+,-,-,Shareholder Returns
TORNTPHARM,Mar 2023,+,-,+,Mixed
TORNTPHARM,Mar 2024,+,-,-,Shareholder Returns
TRENT,Mar 2013,+,-,+,Mixed
TRENT,Mar 2014,-,-,-,Pre-Revenue
TRENT,Mar 2015,-,-,+,Growth Funded by Debt
TRENT,Mar 2016,+,-,-,Shareholder Returns
TRENT,Mar 2017,+,-,-,Shareholder Returns
TRENT,Mar 2018,+,-,-,Reinvestor
TRENT,Mar 2019,+,-,+,Mixed
TRENT,Mar 2020,+,-,+,Mixed
TRENT,Mar 2021,+,+,-,Liquidating Assets
TRENT,Mar 2022,+,+,-,Liquidating Assets
TRENT,Mar 2023,+,-,-,Shareholder Returns
TRENT,Mar 2024,+,-,-,Reinvestor
TVSMOTOR,Mar 2013,+,-,-,Shareholder Returns
TVSMOTOR,Mar 2014,+,-,-,Shareholder Returns
TVSMOTOR,Mar 2015,+,-,+,Mixed
TVSMOTOR,Mar 2016,+,-,-,Shareholder Returns
TVSMOTOR,Mar 2017,+,-,-,Shareholder Returns
TVSMOTOR,Mar 2018,+,-,+,Mixed
TVSMOTOR,Mar 2019,-,-,+,Growth Funded by Debt
TVSMOTOR,Mar 2020,+,-,+,Mixed
TVSMOTOR,Mar 2021,+,-,+,Mixed
TVSMOTOR,Mar 2022,-,-,+,Growth Funded by Debt
TVSMOTOR,Mar 2023,-,-,+,Growth Funded by Debt
TVSMOTOR,Mar 2024,-,-,+,Growth Funded by Debt
ULTRACEMCO,Mar 2013,+,-,+,Mixed
ULTRACEMCO,Mar 2014,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2015,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2016,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2017,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2018,+,+,-,Liquidating Assets
ULTRACEMCO,Mar 2019,+,+,-,Liquidating Assets
ULTRACEMCO,Mar 2020,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2021,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2022,+,+,-,Liquidating Assets
ULTRACEMCO,Mar 2023,+,-,-,Shareholder Returns
ULTRACEMCO,Mar 2024,+,-,-,Shareholder Returns
UNIONBANK,Mar 2013,-,-,+,Growth Funded by Debt
UNIONBANK,Mar 2014,+,-,+,Mixed
UNIONBANK,Mar 2015,-,-,+,Growth Funded by Debt
UNIONBANK,Mar 2016,+,-,-,Reinvestor
UNIONBANK,Mar 2017,-,-,+,Growth Funded by Debt
UNIONBANK,Mar 2018,+,-,+,Mixed
UNIONBANK,Mar 2019,-,-,+,Growth Funded by Debt
UNIONBANK,Mar 2020,-,-,+,Growth Funded by Debt
UNIONBANK,Mar 2021,+,-,-,Shareholder Returns
UNIONBANK,Mar 2022,+,-,-,Shareholder Returns
UNIONBANK,Mar 2023,+,-,-,Reinvestor
UNIONBANK,Mar 2024,+,-,-,Shareholder Returns
UNITDSPR,Mar 2013,+,-,-,Reinvestor
UNITDSPR,Mar 2014,-,-,+,Growth Funded by Debt
UNITDSPR,Mar 2015,-,+,-,Mixed
UNITDSPR,Mar 2016,+,+,-,Liquidating Assets
UNITDSPR,Mar 2017,+,-,-,Shareholder Returns
UNITDSPR,Mar 2018,+,+,-,Liquidating Assets
UNITDSPR,Mar 2019,+,-,-,Shareholder Returns
UNITDSPR,Mar 2020,+,-,-,Shareholder Returns
UNITDSPR,Mar 2021,+,-,-,Shareholder Returns
UNITDSPR,Mar 2022,+,-,-,Shareholder Returns
UNITDSPR,Mar 2023,+,-,-,Reinvestor
UNITDSPR,Mar 2024,+,+,-,Liquidating Assets
VBL,Dec 2012,+,-,+,Mixed
VBL,Dec 2013,+,-,+,Mixed
VBL,Dec 2014,+,-,+,Mixed
VBL,Dec 2015,+,-,-,Shareholder Returns
VBL,Dec 2016,+,-,+,Mixed
VBL,Dec 2017,+,-,+,Mixed
VBL,Dec 2018,+,-,-,Shareholder Returns
VBL,Dec 2019,+,-,+,Mixed
VBL,Dec 2020,+,-,-,Shareholder Returns
VBL,Dec 2021,+,-,-,Shareholder Returns
VBL,Dec 2022,+,-,-,Shareholder Returns
VBL,Dec 2023,+,-,+,Mixed
VEDL,Mar 2013,+,-,+,Mixed
VEDL,Mar 2014,+,-,-,Shareholder Returns
VEDL,Mar 2015,+,-,-,Reinvestor
VEDL,Mar 2016,+,-,-,Reinvestor
VEDL,Mar 2017,+,+,-,Liquidating Assets
VEDL,Mar 2018,+,+,-,Liquidating Assets
VEDL,Mar 2019,+,-,-,Shareholder Returns
VEDL,Mar 2020,+,-,-,Reinvestor
VEDL,Mar 2021,+,-,-,Shareholder Returns
VEDL,Mar 2022,+,-,-,Shareholder Returns
VEDL,Mar 2023,+,-,-,Shareholder Returns
VEDL,Mar 2024,+,-,-,Shareholder Returns
WIPRO,Mar 2013,+,-,-,Shareholder Returns
WIPRO,Mar 2014,+,-,-,Reinvestor
WIPRO,Mar 2015,+,-,-,Reinvestor
WIPRO,Mar 2016,+,-,-,Reinvestor
WIPRO,Mar 2017,+,-,-,Shareholder Returns
WIPRO,Mar 2018,+,+,-,Liquidating Assets
WIPRO,Mar 2019,+,+,-,Liquidating Assets
WIPRO,Mar 2020,+,+,-,Liquidating Assets
WIPRO,Mar 2021,+,+,-,Liquidating Assets
WIPRO,Mar 2022,+,-,+,Mixed
WIPRO,Mar 2023,+,-,-,Shareholder Returns
WIPRO,Mar 2024,+,+,-,Liquidating Assets
ZYDUSLIFE,Mar 2013,+,-,+,Mixed
ZYDUSLIFE,Mar 2014,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar 2015,+,-,-,Reinvestor
ZYDUSLIFE,Mar 2016,+,-,-,Reinvestor
ZYDUSLIFE,Mar 2017,+,-,+,Mixed
ZYDUSLIFE,Mar 2018,+,-,+,Mixed
ZYDUSLIFE,Mar 2019,+,-,+,Mixed
ZYDUSLIFE,Mar 2020,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar 2021,+,-,-,Shareholder Returns
ZYDUSLIFE,Mar 2022,+,-,-,Reinvestor
ZYDUSLIFE,Mar 2023,+,+,-,Liquidating Assets
